invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax_5_percent,total,date,time,payment,cogs,gross_margin_percentage,gross_income,rating,transaction_datetime,year,month,month_name,day,day_name,hour,is_weekend,time_period,average_item_value,profit_margin_percent,transaction_value_segment,rating_segment
583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.412,155.652,2019-01-31,16:24,Ewallet,148.24,4.761904762,7.412,9.7,2019-01-31 16:24:00,2019,1,January,31,Thursday,16,False,Afternoon,38.91,4.76,Low,High
466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.7,6,27.21,571.41,2019-02-26,10:52,Cash,544.2,4.761904762,27.21,5.3,2019-02-26 10:52:00,2019,2,February,26,Tuesday,10,False,Morning,95.24,4.76,High,Low
721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,63.42,8,25.368,532.728,2019-03-11,12:55,Ewallet,507.36,4.761904762,25.368,7.4,2019-03-11 12:55:00,2019,3,March,11,Monday,12,False,Afternoon,66.59,4.76,High,Medium
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,2019-01-26,19:28,Cash,162.74,4.761904762,8.137,6.5,2019-01-26 19:28:00,2019,1,January,26,Saturday,19,True,Evening,85.44,4.76,Medium,Medium
545-46-3100,B,Mandalay,Member,Female,Electronic accessories,10.59,3,1.5885,33.3585,2019-03-12,13:52,Credit card,31.77,4.761904762,1.5885,8.7,2019-03-12 13:52:00,2019,3,March,12,Tuesday,13,False,Afternoon,11.12,4.76,Low,High
418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,2019-02-11,10:54,Cash,756.81,4.761904762,37.8405,8.0,2019-02-11 10:54:00,2019,2,February,11,Monday,10,False,Morning,88.29,4.76,High,Medium
269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.82,4,14.764,310.044,2019-02-21,18:31,Cash,295.28,4.761904762,14.764,6.7,2019-02-21 18:31:00,2019,2,February,21,Thursday,18,False,Evening,77.51,4.76,Medium,Medium
157-13-5295,A,Yangon,Member,Male,Health and beauty,51.94,10,25.97,545.37,2019-03-09,18:24,Ewallet,519.4,4.761904762,25.97,6.5,2019-03-09 18:24:00,2019,3,March,9,Saturday,18,True,Evening,54.54,4.76,High,Medium
645-78-8093,A,Yangon,Normal,Female,Sports and travel,93.14,2,9.314,195.594,2019-01-20,18:09,Ewallet,186.28,4.761904762,9.314,4.1,2019-01-20 18:09:00,2019,1,January,20,Sunday,18,True,Evening,97.8,4.76,Medium,Low
211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,2019-01-28,15:16,Credit card,87.05,4.761904762,4.3525,4.9,2019-01-28 15:16:00,2019,1,January,28,Monday,15,False,Afternoon,18.28,4.76,Low,Low
755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,44.22,5,11.055,232.155,2019-03-05,17:07,Credit card,221.1,4.761904762,11.055,8.6,2019-03-05 17:07:00,2019,3,March,5,Tuesday,17,False,Evening,46.43,4.76,Medium,High
346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22,5,3.305,69.405,2019-03-02,19:26,Cash,66.1,4.761904762,3.305,4.3,2019-03-02 19:26:00,2019,3,March,2,Saturday,19,True,Evening,13.88,4.76,Low,Low
478-06-7835,A,Yangon,Normal,Male,Fashion accessories,89.69,1,4.4845,94.1745,2019-01-11,11:20,Ewallet,89.69,4.761904762,4.4845,4.9,2019-01-11 11:20:00,2019,1,January,11,Friday,11,False,Morning,94.17,4.76,Low,Low
540-11-4336,A,Yangon,Normal,Male,Food and beverages,24.94,9,11.223,235.683,2019-01-11,16:49,Credit card,224.46,4.761904762,11.223,5.6,2019-01-11 16:49:00,2019,1,January,11,Friday,16,False,Afternoon,26.19,4.76,Medium,Low
448-81-5016,A,Yangon,Normal,Male,Health and beauty,59.77,2,5.977,125.517,2019-03-11,12:01,Credit card,119.54,4.761904762,5.977,5.8,2019-03-11 12:01:00,2019,3,March,11,Monday,12,False,Afternoon,62.76,4.76,Low,Low
142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2019-02-28,18:37,Credit card,186.4,4.761904762,9.32,6.0,2019-02-28 18:37:00,2019,2,February,28,Thursday,18,False,Evening,97.86,4.76,Medium,Low
217-58-1179,A,Yangon,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,2019-01-05,11:25,Cash,250.6,4.761904762,12.53,4.2,2019-01-05 11:25:00,2019,1,January,5,Saturday,11,True,Morning,65.78,4.76,Medium,Low
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,2019-02-02,18:42,Credit card,750.96,4.761904762,37.548,8.3,2019-02-02 18:42:00,2019,2,February,2,Saturday,18,True,Evening,98.56,4.76,High,High
530-90-9855,A,Yangon,Member,Male,Home and lifestyle,47.59,8,19.036,399.756,2019-01-01,14:47,Cash,380.72,4.761904762,19.036,5.7,2019-01-01 14:47:00,2019,1,January,1,Tuesday,14,False,Afternoon,49.97,4.76,High,Low
866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,256.41,2019-02-09,19:43,Cash,244.2,4.761904762,12.21,4.8,2019-02-09 19:43:00,2019,2,February,9,Saturday,19,True,Evening,85.47,4.76,Medium,Low
604-70-6476,A,Yangon,Member,Male,Fashion accessories,17.94,5,4.485,94.185,2019-01-23,14:04,Ewallet,89.7,4.761904762,4.485,6.8,2019-01-23 14:04:00,2019,1,January,23,Wednesday,14,False,Afternoon,18.84,4.76,Low,Medium
799-71-1548,A,Yangon,Member,Male,Electronic accessories,77.72,4,15.544,326.424,2019-01-07,16:11,Credit card,310.88,4.761904762,15.544,8.8,2019-01-07 16:11:00,2019,1,January,7,Monday,16,False,Afternoon,81.61,4.76,Medium,High
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.06,7,25.571,536.991,2019-01-14,19:06,Credit card,511.42,4.761904762,25.571,4.2,2019-01-14 19:06:00,2019,1,January,14,Monday,19,False,Evening,76.71,4.76,High,Low
845-51-0542,B,Mandalay,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,2019-02-02,15:34,Ewallet,418.95,4.761904762,20.9475,6.4,2019-02-02 15:34:00,2019,2,February,2,Saturday,15,True,Afternoon,48.88,4.76,High,Medium
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10,17.595,369.495,2019-03-17,19:06,Credit card,351.9,4.761904762,17.595,8.4,2019-03-17 19:06:00,2019,3,March,17,Sunday,19,True,Evening,36.95,4.76,Medium,High
883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.39,2,1.439,30.219,2019-03-02,19:44,Credit card,28.78,4.761904762,1.439,7.2,2019-03-02 19:44:00,2019,3,March,2,Saturday,19,True,Evening,15.11,4.76,Low,Medium
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,2019-03-16,11:22,Cash,95.0,4.761904762,4.75,5.2,2019-03-16 11:22:00,2019,3,March,16,Saturday,11,True,Morning,24.94,4.76,Low,Low
704-11-6354,A,Yangon,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,2019-01-06,11:23,Cash,471.2,4.761904762,23.56,8.9,2019-01-06 11:23:00,2019,1,January,6,Sunday,11,True,Morning,61.84,4.76,High,High
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.62,4,6.524,137.004,2019-01-29,14:12,Cash,130.48,4.761904762,6.524,9.0,2019-01-29 14:12:00,2019,1,January,29,Tuesday,14,False,Afternoon,34.25,4.76,Low,High
366-93-0948,A,Yangon,Member,Male,Electronic accessories,66.35,1,3.3175,69.6675,2019-01-31,10:46,Credit card,66.35,4.761904762,3.3175,9.7,2019-01-31 10:46:00,2019,1,January,31,Thursday,10,False,Morning,69.67,4.76,Low,High
729-09-9681,A,Yangon,Member,Male,Home and lifestyle,25.91,6,7.773,163.233,2019-02-05,10:16,Ewallet,155.46,4.761904762,7.773,8.7,2019-02-05 10:16:00,2019,2,February,5,Tuesday,10,False,Morning,27.21,4.76,Low,High
151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2019-02-13,12:38,Ewallet,129.0,4.761904762,6.45,6.5,2019-02-13 12:38:00,2019,2,February,13,Wednesday,12,False,Afternoon,33.86,4.76,Low,Medium
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.188,276.948,2019-02-07,13:05,Credit card,263.76,4.761904762,13.188,6.9,2019-02-07 13:05:00,2019,2,February,7,Thursday,13,False,Afternoon,69.24,4.76,Medium,Medium
850-41-9669,A,Yangon,Normal,Female,Electronic accessories,75.06,9,33.777,709.317,2019-03-19,13:25,Ewallet,675.54,4.761904762,33.777,6.2,2019-03-19 13:25:00,2019,3,March,19,Tuesday,13,False,Afternoon,78.81,4.76,High,Medium
821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,2019-03-07,14:53,Ewallet,65.8,4.761904762,3.29,5.6,2019-03-07 14:53:00,2019,3,March,7,Thursday,14,False,Afternoon,17.27,4.76,Low,Low
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.3,4,7.66,160.86,2019-03-13,19:22,Cash,153.2,4.761904762,7.66,5.7,2019-03-13 19:22:00,2019,3,March,13,Wednesday,19,False,Evening,40.22,4.76,Low,Low
447-15-7839,A,Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.52,2019-02-09,11:00,Cash,222.4,4.761904762,11.12,4.2,2019-02-09 11:00:00,2019,2,February,9,Saturday,11,True,Morning,23.35,4.76,Medium,Low
154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,2019-02-26,19:24,Ewallet,54.45,4.761904762,2.7225,7.9,2019-02-26 19:24:00,2019,2,February,26,Tuesday,19,False,Evening,57.17,4.76,Low,Medium
253-12-6086,A,Yangon,Member,Female,Sports and travel,98.4,7,34.44,723.24,2019-03-12,12:43,Credit card,688.8,4.761904762,34.44,8.7,2019-03-12 12:43:00,2019,3,March,12,Tuesday,12,False,Afternoon,103.32,4.76,High,High
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,7.094,148.974,2019-03-14,17:22,Credit card,141.88,4.761904762,7.094,6.9,2019-03-14 17:22:00,2019,3,March,14,Thursday,17,False,Evening,37.24,4.76,Low,Medium
571-94-0759,B,Mandalay,Member,Female,Food and beverages,74.6,10,37.3,783.3,2019-01-08,20:55,Cash,746.0,4.761904762,37.3,9.5,2019-01-08 20:55:00,2019,1,January,8,Tuesday,20,False,Evening,78.33,4.76,High,High
144-51-6085,A,Yangon,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,2019-01-05,16:05,Credit card,282.96,4.761904762,14.148,4.4,2019-01-05 16:05:00,2019,1,January,5,Saturday,16,True,Afternoon,74.28,4.76,Medium,Low
731-14-2199,A,Yangon,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,2019-01-04,13:34,Ewallet,355.4,4.761904762,17.77,7.0,2019-01-04 13:34:00,2019,1,January,4,Friday,13,False,Afternoon,37.32,4.76,Medium,Medium
783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.43,5,16.8575,354.0075,2019-03-06,18:13,Ewallet,337.15,4.761904762,16.8575,6.3,2019-03-06 18:13:00,2019,3,March,6,Wednesday,18,False,Evening,70.8,4.76,Medium,Medium
687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,21.12,2,2.112,44.352,2019-01-03,19:17,Cash,42.24,4.761904762,2.112,9.7,2019-01-03 19:17:00,2019,1,January,3,Thursday,19,False,Evening,22.18,4.76,Low,High
126-54-1082,A,Yangon,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,2019-01-07,11:44,Credit card,193.86,4.761904762,9.693,8.8,2019-01-07 11:44:00,2019,1,January,7,Monday,11,False,Morning,22.62,4.76,Medium,High
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,2019-01-27,15:51,Cash,24.06,4.761904762,1.203,5.1,2019-01-27 15:51:00,2019,1,January,27,Sunday,15,True,Afternoon,12.63,4.76,Low,Low
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,6,29.913,628.173,2019-02-26,16:52,Ewallet,598.26,4.761904762,29.913,7.9,2019-02-26 16:52:00,2019,2,February,26,Tuesday,16,False,Afternoon,104.7,4.76,High,Medium
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,47.97,7,16.7895,352.5795,2019-01-07,20:52,Cash,335.79,4.761904762,16.7895,6.2,2019-01-07 20:52:00,2019,1,January,7,Monday,20,False,Evening,50.37,4.76,Medium,Medium
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,2019-01-07,17:36,Cash,218.2,4.761904762,10.91,7.1,2019-01-07 17:36:00,2019,1,January,7,Monday,17,False,Evening,22.91,4.76,Medium,Medium
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,2019-02-02,13:23,Ewallet,381.68,4.761904762,19.084,6.4,2019-02-02 13:23:00,2019,2,February,2,Saturday,13,True,Afternoon,100.19,4.76,High,Medium
537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,70.99,10,35.495,745.395,2019-03-20,16:28,Cash,709.9,4.761904762,35.495,5.7,2019-03-20 16:28:00,2019,3,March,20,Wednesday,16,False,Afternoon,74.54,4.76,High,Low
828-61-5674,A,Yangon,Member,Male,Sports and travel,44.02,10,22.01,462.21,2019-03-20,19:57,Credit card,440.2,4.761904762,22.01,9.6,2019-03-20 19:57:00,2019,3,March,20,Wednesday,19,False,Evening,46.22,4.76,High,High
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,2019-02-15,17:01,Credit card,559.68,4.761904762,27.984,6.4,2019-02-15 17:01:00,2019,2,February,15,Friday,17,False,Evening,73.46,4.76,High,Medium
523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,37.0,1,1.85,38.85,2019-03-06,13:29,Credit card,37.0,4.761904762,1.85,7.9,2019-03-06 13:29:00,2019,3,March,6,Wednesday,13,False,Afternoon,38.85,4.76,Low,Medium
490-29-1201,A,Yangon,Normal,Female,Sports and travel,15.34,1,0.767,16.107,2019-01-06,11:09,Cash,15.34,4.761904762,0.767,6.5,2019-01-06 11:09:00,2019,1,January,6,Sunday,11,True,Morning,16.11,4.76,Low,Medium
667-92-0055,A,Yangon,Member,Male,Health and beauty,99.83,6,29.949,628.929,2019-03-04,15:02,Ewallet,598.98,4.761904762,29.949,8.5,2019-03-04 15:02:00,2019,3,March,4,Monday,15,False,Afternoon,104.82,4.76,High,High
565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67,4,9.534,200.214,2019-03-12,14:21,Cash,190.68,4.761904762,9.534,9.1,2019-03-12 14:21:00,2019,3,March,12,Tuesday,14,False,Afternoon,50.05,4.76,Medium,High
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2019-02-20,18:01,Cash,333.4,4.761904762,16.67,7.6,2019-02-20 18:01:00,2019,2,February,20,Wednesday,18,False,Evening,70.01,4.76,Medium,Medium
593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,3.743,78.603,2019-03-24,14:49,Cash,74.86,4.761904762,3.743,6.9,2019-03-24 14:49:00,2019,3,March,24,Sunday,14,True,Afternoon,78.6,4.76,Low,Medium
226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,2019-01-31,12:02,Cash,213.75,4.761904762,10.6875,9.5,2019-01-31 12:02:00,2019,1,January,31,Thursday,12,False,Afternoon,24.94,4.76,Medium,High
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,2019-01-25,13:30,Credit card,339.57,4.761904762,16.9785,5.2,2019-01-25 13:30:00,2019,1,January,25,Friday,13,False,Afternoon,50.94,4.76,Medium,Low
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88,7,33.208,697.368,2019-02-03,14:38,Cash,664.16,4.761904762,33.208,4.2,2019-02-03 14:38:00,2019,2,February,3,Sunday,14,True,Afternoon,99.62,4.76,High,Low
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,423.15,2019-01-24,17:37,Credit card,403.0,4.761904762,20.15,7.0,2019-01-24 17:37:00,2019,1,January,24,Thursday,17,False,Evening,42.32,4.76,High,Medium
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.7475,204.6975,2019-03-14,17:20,Ewallet,194.95,4.761904762,9.7475,6.0,2019-03-14 17:20:00,2019,3,March,14,Thursday,17,False,Evening,29.24,4.76,Medium,Low
278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48,1,3.124,65.604,2019-02-18,20:29,Cash,62.48,4.761904762,3.124,4.7,2019-02-18 20:29:00,2019,2,February,18,Monday,20,False,Evening,65.6,4.76,Low,Low
316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2,3.636,76.356,2019-01-21,10:00,Cash,72.72,4.761904762,3.636,7.1,2019-01-21 10:00:00,2019,1,January,21,Monday,10,False,Morning,38.18,4.76,Low,Medium
585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11,10,9.055,190.155,2019-03-13,11:46,Ewallet,181.1,4.761904762,9.055,5.9,2019-03-13 11:46:00,2019,3,March,13,Wednesday,11,False,Morning,19.02,4.76,Medium,Low
211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.98,272.58,2019-03-03,13:42,Cash,259.6,4.761904762,12.98,7.5,2019-03-03 13:42:00,2019,3,March,3,Sunday,13,True,Afternoon,54.52,4.76,Medium,Medium
727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,5.768,121.128,2019-03-29,14:44,Cash,115.36,4.761904762,5.768,6.4,2019-03-29 14:44:00,2019,3,March,29,Friday,14,False,Afternoon,30.28,4.76,Low,Medium
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.38,6,23.514,493.794,2019-01-10,14:16,Ewallet,470.28,4.761904762,23.514,5.8,2019-01-10 14:16:00,2019,1,January,10,Thursday,14,False,Afternoon,82.3,4.76,High,Low
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,2019-01-25,15:54,Cash,240.04,4.761904762,12.002,4.5,2019-01-25 15:54:00,2019,1,January,25,Friday,15,False,Afternoon,63.01,4.76,Medium,Low
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,2019-01-19,10:21,Cash,88.61,4.761904762,4.4305,7.7,2019-01-19 10:21:00,2019,1,January,19,Saturday,10,True,Morning,93.04,4.76,Low,Medium
446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.982,209.622,2019-01-02,18:09,Credit card,199.64,4.761904762,9.982,6.7,2019-01-02 18:09:00,2019,1,January,2,Wednesday,18,False,Evening,104.81,4.76,Medium,Medium
573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01,1,1.9505,40.9605,2019-03-12,16:46,Credit card,39.01,4.761904762,1.9505,4.7,2019-03-12 16:46:00,2019,3,March,12,Tuesday,16,False,Afternoon,40.96,4.76,Low,Low
735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,2019-02-25,15:31,Cash,48.61,4.761904762,2.4305,4.4,2019-02-25 15:31:00,2019,2,February,25,Monday,15,False,Afternoon,51.04,4.76,Low,Low
439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,2019-03-18,17:15,Credit card,204.76,4.761904762,10.238,4.7,2019-03-18 17:15:00,2019,3,March,18,Monday,17,False,Evening,53.75,4.76,Medium,Low
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,2019-02-23,12:29,Cash,119.68,4.761904762,5.984,8.6,2019-02-23 12:29:00,2019,2,February,23,Saturday,12,True,Afternoon,15.71,4.76,Low,High
411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.2,7,25.27,530.67,2019-03-26,20:14,Ewallet,505.4,4.761904762,25.27,4.3,2019-03-26 20:14:00,2019,3,March,26,Tuesday,20,False,Evening,75.81,4.76,High,Low
286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.23,7,14.0805,295.6905,2019-03-30,13:22,Cash,281.61,4.761904762,14.0805,9.6,2019-03-30 13:22:00,2019,3,March,30,Saturday,13,True,Afternoon,42.24,4.76,Medium,High
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,2019-02-17,17:09,Cash,710.32,4.761904762,35.516,4.1,2019-02-17 17:09:00,2019,2,February,17,Sunday,17,True,Evening,93.23,4.76,High,Low
512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.48,3,3.972,83.412,2019-03-21,10:40,Ewallet,79.44,4.761904762,3.972,4.7,2019-03-21 10:40:00,2019,3,March,21,Thursday,10,False,Morning,27.8,4.76,Low,Low
848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,2019-03-05,17:43,Cash,163.82,4.761904762,8.191,7.8,2019-03-05 17:43:00,2019,3,March,5,Tuesday,17,False,Evening,86.01,4.76,Medium,Medium
532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93,6,23.979,503.559,2019-01-31,14:04,Cash,479.58,4.761904762,23.979,5.5,2019-01-31 14:04:00,2019,1,January,31,Thursday,14,False,Afternoon,83.93,4.76,High,Low
181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69.33,2,6.933,145.593,2019-02-05,19:05,Ewallet,138.66,4.761904762,6.933,9.7,2019-02-05 19:05:00,2019,2,February,5,Tuesday,19,False,Evening,72.8,4.76,Low,High
870-76-1733,A,Yangon,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,2019-02-01,10:08,Credit card,71.15,4.761904762,3.5575,4.4,2019-02-01 10:08:00,2019,2,February,1,Friday,10,False,Morning,14.94,4.76,Low,Low
423-64-4619,A,Yangon,Member,Female,Health and beauty,15.55,9,6.9975,146.9475,2019-03-07,13:12,Cash,139.95,4.761904762,6.9975,5.0,2019-03-07 13:12:00,2019,3,March,7,Thursday,13,False,Afternoon,16.33,4.76,Low,Low
227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.065,820.365,2019-02-10,20:51,Cash,781.3,4.761904762,39.065,4.4,2019-02-10 20:51:00,2019,2,February,10,Sunday,20,True,Evening,82.04,4.76,High,Low
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37,2,9.937,208.677,2019-02-14,17:29,Cash,198.74,4.761904762,9.937,5.2,2019-02-14 17:29:00,2019,2,February,14,Thursday,17,False,Evening,104.34,4.76,Medium,Low
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,3,3.162,66.402,2019-02-09,10:25,Cash,63.24,4.761904762,3.162,7.3,2019-02-09 10:25:00,2019,2,February,9,Saturday,10,True,Morning,22.13,4.76,Low,Medium
603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,74.79,5,18.6975,392.6475,2019-01-10,11:34,Cash,373.95,4.761904762,18.6975,4.9,2019-01-10 11:34:00,2019,1,January,10,Thursday,11,False,Morning,78.53,4.76,High,Low
704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29.67,7,10.3845,218.0745,2019-03-11,18:58,Credit card,207.69,4.761904762,10.3845,8.1,2019-03-11 18:58:00,2019,3,March,11,Monday,18,False,Evening,31.15,4.76,Medium,High
787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.814,185.094,2019-02-18,16:28,Ewallet,176.28,4.761904762,8.814,8.4,2019-02-18 16:28:00,2019,2,February,18,Monday,16,False,Afternoon,46.27,4.76,Medium,High
649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,2019-02-26,20:26,Cash,206.37,4.761904762,10.3185,5.5,2019-02-26 20:26:00,2019,2,February,26,Tuesday,20,False,Evening,24.08,4.76,Medium,Low
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.971,41.391,2019-01-18,15:08,Cash,39.42,4.761904762,1.971,8.4,2019-01-18 15:08:00,2019,1,January,18,Friday,15,False,Afternoon,41.39,4.76,Low,High
372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,6,4.578,96.138,2019-02-15,18:03,Ewallet,91.56,4.761904762,4.578,9.8,2019-02-15 18:03:00,2019,2,February,15,Friday,18,False,Evening,16.02,4.76,Low,High
563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77,5,15.4425,324.2925,2019-03-08,13:21,Cash,308.85,4.761904762,15.4425,6.7,2019-03-08 13:21:00,2019,3,March,8,Friday,13,False,Afternoon,64.86,4.76,Medium,Medium
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,2019-01-17,12:48,Credit card,129.12,4.761904762,6.456,9.4,2019-01-17 12:48:00,2019,1,January,17,Thursday,12,False,Afternoon,22.6,4.76,Low,High
276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74,4,19.548,410.508,2019-03-12,19:53,Ewallet,390.96,4.761904762,19.548,6.4,2019-03-12 19:53:00,2019,3,March,12,Tuesday,19,False,Evening,102.63,4.76,High,Medium
815-11-1168,A,Yangon,Member,Male,Food and beverages,99.78,5,24.945,523.845,2019-03-09,19:09,Cash,498.9,4.761904762,24.945,5.4,2019-03-09 19:09:00,2019,3,March,9,Saturday,19,True,Evening,104.77,4.76,High,Low
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.26,4,18.852,395.892,2019-03-12,16:30,Cash,377.04,4.761904762,18.852,8.6,2019-03-12 16:30:00,2019,3,March,12,Tuesday,16,False,Afternoon,98.97,4.76,High,High
730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.13,4,10.226,214.746,2019-01-25,10:11,Credit card,204.52,4.761904762,10.226,4.0,2019-01-25 10:11:00,2019,1,January,25,Friday,10,False,Morning,53.69,4.76,Medium,Low
340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36,4,7.272,152.712,2019-03-25,13:07,Cash,145.44,4.761904762,7.272,7.6,2019-03-25 13:07:00,2019,3,March,25,Monday,13,False,Afternoon,38.18,4.76,Low,Medium
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,2019-02-07,18:48,Cash,198.18,4.761904762,9.909,6.8,2019-02-07 18:48:00,2019,2,February,7,Thursday,18,False,Evening,23.12,4.76,Medium,Medium
634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.9,3,4.935,103.635,2019-02-17,17:27,Credit card,98.7,4.761904762,4.935,9.1,2019-02-17 17:27:00,2019,2,February,17,Sunday,17,True,Evening,34.54,4.76,Low,High
566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77.02,5,19.255,404.355,2019-02-03,15:59,Cash,385.1,4.761904762,19.255,5.5,2019-02-03 15:59:00,2019,2,February,3,Sunday,15,True,Afternoon,80.87,4.76,High,Low
442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48,2,2.348,49.308,2019-03-14,11:21,Credit card,46.96,4.761904762,2.348,7.9,2019-03-14 11:21:00,2019,3,March,14,Thursday,11,False,Morning,24.65,4.76,Low,Medium
835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,14.7,5,3.675,77.175,2019-03-24,13:48,Ewallet,73.5,4.761904762,3.675,8.5,2019-03-24 13:48:00,2019,3,March,24,Sunday,13,True,Afternoon,15.43,4.76,Low,High
